company_name,job_role,job_location,salary_lpa,skills,company_rating,standardized_job_role
Akana Services Private Limited,Windows 365 Cloud Engineer,Pune,12.0,"PaaS, Windows, Virtualization, IaaS",0.0,Cloud Engineer
Unisys,Cloud Engineer,Bengaluru,11.30108695652174,"Microsoft Windows Server, FTP, Performance tuning, Cloud infrastructure, Azure",3.6,Cloud Engineer
APPNEURAL Pvt. Ltd.,Azure DevOps Engineer,Remote,9.0,"CI/CD, Cloud infrastructure, Azure, Kubernetes, Ansible",0.0,Cloud Engineer
ITEOS,GCP Cloud Engineer,Bengaluru,14.5,"Cloud infrastructure, Google Cloud Platform",0.0,Cloud Engineer
Experian,Cloud Platform Engineer,Hyderābād,5.0,"CI/CD, Cloud infrastructure, System administration, Azure, Node.js",4.2,Cloud Engineer
Solwyz Technologies Pvt Ltd,Cloud DevOps Engineer,India,9.0,"CI/CD, Software troubleshooting, Kubernetes, Ansible, DevOps",0.0,Cloud Engineer
Roima intelligence India Pvt Ltd,Cloud Engineer,India,5.0,"Jira, Azure, Oracle, Windows, Product development",0.0,Cloud Engineer
Creative Synergies Group,Cloud DevOps Engineer,Bengaluru,8.5,"CI/CD, Cloud infrastructure, Azure, Software troubleshooting, Kubernetes",3.8,Cloud Engineer
TheMaverics Technologies,Azure Cloud Engineer,Pune,8.748025247524753,"System administration, Azure, Communication skills, VPN",0.0,Cloud Engineer
Rite Software Solutions & Services (IN),Cloud Engineer,Hyderābād,9.299130434782608,"Cloud infrastructure, Azure, XML, NoSQL, Java",4.1,Cloud Engineer
Baker Hughes,Cloud DevOps Engineer,Mumbai,11.429259259259261,"CI/CD, Cloud infrastructure, Azure, Cloud architecture, Node.js",3.9,Cloud Engineer
fifthnote,"Engineer II, Cloud Security",Remote,7.1875,"Computer science, Azure, Cloud architecture, Business intelligence, Software deployment",4.5,Cloud Engineer
Rosemallow technologies,Azure Cloud Engineer,Coimbatore,8.748025247524753,"Azure, Kubernetes, DevOps, RBAC, Docker",0.0,Cloud Engineer
BeyondKey,AWS Cloud Engineer,Indore,6.833333333333333,"Cloud infrastructure, Cloud architecture, AWS, Terraform, S3",4.7,Cloud Engineer
Landmark Group,Cloud Engineer OCI,Bengaluru,16.90029411764706,"Cloud infrastructure, Operating systems, Oracle, NFS, Firewall",3.8,Cloud Engineer
Dicetek LLC,Azure Cloud Operations Engineer (L2),Remote,7.558181818181819,"Cloud infrastructure, Azure, DevOps, SQL, AWS",4.3,Cloud Engineer
Model N,Cloud Operations Engineer,Hyderābād,11.944444444444445,"JBoss, Jira, TCP, Operating systems, Oracle",3.7,Cloud Engineer
Acute Informatics Pvt. Ltd,AWS Cloud Engineer,Gurgaon,9.5,"IIS, AWS, Scripting, APIs, S3",3.3,Cloud Engineer
Sourcing Solution Technologies,Opening - OCI Cloud Engineer - Onsite Bangalore,Bengaluru,12.0,"Cloud infrastructure, Operating systems, Oracle, NFS, Firewall",0.0,Cloud Engineer
Photon,AWS Cloud Database Engineer,Chennai,12.577608695652176,"Data modeling, AWS, Kafka, Identity & access management",4.0,Cloud Engineer
Rapyder Cloud Solutions,AWS Cloud engineer (Mumbai),Mumbai,12.577608695652176,"IIS, Big data, Tomcat, Windows, AWS",4.0,Cloud Engineer
Orient Technologies,Cloud Engineer + Windows L2,Mumbai,16.25,"Cloud infrastructure, System administration, Windows, AWS",3.2,Cloud Engineer
